customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_charges_per_tenure,charge_difference,total_services,has_online_services,has_streaming,contract_score,payment_risk_score,customer_value_score,loyalty_score
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,13-24,72.26578947368421,-3.6342105263157976,2,1,0,0,0,28.569999999999997,0.4
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,0-12,82.09166666666667,-14.408333333333331,4,1,1,0,0,31.25,0.3277777777777778
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,13-24,58.583333333333336,-1.3666666666666671,3,1,1,0,0,25.485,0.42777777777777776
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.15,19.15,No,0-12,9.575,-9.575,1,0,0,0,1,6.244999999999999,0.20555555555555557
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,61-72,96.70625000000001,-1.9437499999999943,5,1,1,1,0,52.095,0.8444444444444446
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,61-72,111.32397260273972,-1.276027397260279,8,1,1,2,0,57.379999999999995,1.0
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,20.6,690.25,No,25-48,20.301470588235293,-0.29852941176470793,1,0,0,1,1,16.48,0.5333333333333334
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,0-12,60.5,-25.150000000000006,3,0,1,0,3,26.895000000000003,0.011111111111111112
6122-EFVKN,Male,0,No,Yes,24,No,No_phone_service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,13-24,33.232,-2.5180000000000007,2,1,0,2,1,18.724999999999994,0.6333333333333333
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,49-60,98.39298245614034,-1.357017543859655,6,1,1,1,0,48.125,0.7611111111111111
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,25-48,95.96842105263158,-0.13157894736841058,4,1,1,0,0,40.73,0.5055555555555555
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,25-48,83.23295454545455,-1.8670454545454476,7,1,1,1,0,40.03,0.6888888888888889
6158-HDPXZ,Male,0,No,No,1,No,No_phone_service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,0-12,12.675,-12.675,0,0,0,0,1,7.905,0.20555555555555557
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,25-48,98.71153846153847,-6.238461538461536,6,1,1,0,0,40.185,0.4388888888888889
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,61-72,85.6241935483871,-4.025806451612908,8,1,1,2,3,47.195,0.6388888888888888
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,13-24,78.34722222222223,-8.402777777777771,4,1,0,1,3,32.125,0.24444444444444444
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,25-48,79.50119047619049,-6.6988095238095156,4,1,0,1,0,39.16,0.6777777777777778
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,0-12,25.325,-25.325,2,1,0,0,1,15.895,0.20555555555555557
8204-YJCLA,Male,1,Yes,Yes,72,No,No_phone_service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,61-72,64.82671232876713,0.026712328767132476,6,1,1,2,0,42.63999999999999,1.0
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,0-12,45.425,-45.425,4,1,1,0,0,28.355,0.3055555555555555
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,25-48,103.41734693877551,-4.682653061224485,6,1,1,2,0,48.43,0.8666666666666667
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.95,214.75,Yes,0-12,17.895833333333332,-2.054166666666667,1,0,0,0,1,9.485,0.2611111111111111
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,49-60,87.04821428571428,1.5982142857142776,4,1,0,0,3,42.935,0.3055555555555556
1708-PBBOA,Female,0,No,No,42,No,No_phone_service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,25-48,54.61511627906976,-0.13488372093024026,5,1,1,1,3,30.224999999999998,0.38333333333333336
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,25-48,90.28888888888889,-0.11111111111111427,4,1,1,0,1,41.12,0.4444444444444445
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,0-12,22.0,-22.0,1,0,0,0,3,13.7,0.005555555555555556
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,25-48,92.6875,-2.9124999999999943,4,0,1,0,0,37.57999999999999,0.45
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,25-48,82.48392857142858,-2.3160714285714192,7,1,1,0,0,34.94,0.45
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,0-12,29.766666666666666,-14.533333333333331,1,0,0,0,3,14.089999999999998,0.011111111111111112
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.9,367.55,No,13-24,18.3775,-1.5224999999999973,1,0,0,0,1,11.87,0.3055555555555556
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,25-48,91.73255813953489,-3.3174418604651095,4,0,1,0,3,41.91499999999999,0.23333333333333336
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,61-72,89.04402985074627,-1.0059701492537272,8,1,1,2,0,48.815,0.9666666666666668
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,25-48,108.66764705882352,-1.2323529411764866,7,1,1,0,0,44.269999999999996,0.48333333333333334
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,25-48,72.12714285714286,-1.8228571428571456,2,1,0,0,0,32.785,0.4888888888888889
2519-ERQOJ,Male,1,No,No,33,No,No_phone_service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,25-48,53.050000000000004,-1.5499999999999972,4,1,1,0,3,27.080000000000002,0.18333333333333335
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,20.05,415.1,No,13-24,17.295833333333334,-2.7541666666666664,1,0,0,1,1,13.314999999999998,0.4777777777777778
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Bank transfer (automatic),19.75,624.15,No,25-48,18.913636363636364,-0.836363636363636,1,0,0,1,0,15.924999999999997,0.6277777777777778
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Credit card (automatic),20.05,237.7,No,0-12,19.808333333333334,-0.24166666666666714,1,0,0,1,0,9.714999999999998,0.5111111111111111
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,61-72,100.10857142857144,0.6585714285714346,5,1,1,0,0,51.535,0.6833333333333333
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,No,61-72,55.77971014492754,-0.12028985507245693,3,1,0,1,0,37.970000000000006,0.8277777777777777
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,Yes,Mailed check,19.7,419.4,No,13-24,19.97142857142857,0.27142857142857224,1,0,0,2,1,12.51,0.6111111111111112
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,Yes,Credit card (automatic),19.8,1468.75,No,61-72,20.11986301369863,0.3198630136986296,1,0,0,2,0,28.139999999999997,1.0
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,No,49-60,95.27868852459017,-0.12131147540983989,5,1,1,1,0,47.82000000000001,0.7833333333333334
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,25-48,86.71060606060605,-7.239393939393949,4,1,1,0,1,38.584999999999994,0.37777777777777777
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,0-12,9.95,-9.95,1,0,0,0,1,6.47,0.20555555555555557
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,0-12,9.8,-9.8,1,0,0,0,1,6.38,0.20555555555555557
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,0-12,58.425,-22.924999999999997,3,1,0,0,3,25.904999999999998,0.016666666666666666
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No,25-48,22.684042553191492,-1.7659574468085069,2,0,0,1,0,21.734999999999996,0.7055555555555555
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,25-48,71.635,-3.3149999999999977,2,0,0,0,3,31.584999999999997,0.16111111111111112
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,No,49-60,86.01923076923077,-1.3307692307692207,5,1,0,0,3,42.504999999999995,0.2833333333333334
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,25-48,72.34795918367347,1.6979591836734613,1,0,0,0,0,35.795,0.5666666666666667
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,13-24,70.33823529411765,-2.911764705882348,2,1,0,0,0,27.174999999999997,0.3888888888888889
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No,61-72,96.60422535211266,-2.095774647887339,6,1,1,2,0,52.21,0.9888888888888889
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,Yes,Mailed check,24.8,1024.7,No,25-48,24.992682926829268,0.19268292682926713,2,0,0,2,1,20.239999999999995,0.7222222222222223
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,13-24,80.25652173913043,-3.0434782608695627,3,1,1,0,3,32.19,0.12222222222222223
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,0-12,37.65,-37.65,2,1,0,0,0,23.29,0.3055555555555555
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,24.3,132.25,No,0-12,22.041666666666668,-2.258333333333333,2,0,0,0,1,9.19,0.2277777777777778
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No,0-12,64.43125,-5.418749999999989,1,0,0,0,0,23.255,0.3388888888888889
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,No,25-48,94.34833333333333,-6.201666666666668,6,1,1,1,0,40.265,0.6111111111111112
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,25.7,1110.5,No,25-48,24.677777777777777,-1.0222222222222221,2,0,0,1,1,21.509999999999994,0.5944444444444446
8111-BKVDS,Female,0,No,No,10,No,No_phone_service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,0-12,40.845454545454544,0.14545454545454106,3,1,0,0,0,15.81,0.35555555555555557
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No,49-60,50.68839285714286,-0.9616071428571402,2,0,0,0,0,32.394999999999996,0.6055555555555556
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No,49-60,101.44150943396225,-3.6584905660377416,6,1,1,1,0,48.53,0.7388888888888889
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,No,0-12,78.05454545454546,-7.895454545454541,3,0,1,0,3,29.385,0.05555555555555556
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,13-24,73.42368421052632,-2.1763157894736764,2,0,0,0,0,28.479999999999993,0.4
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,No,61-72,57.618840579710145,-0.6311594202898547,4,1,0,1,0,38.875,0.8277777777777777
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,61-72,19.073387096774194,-0.3266129032258043,1,0,0,0,1,24.32,0.538888888888889
7781-HVGMK,Female,0,Yes,Yes,72,No,No_phone_service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No,61-72,65.5404109589041,0.34041095890410134,6,1,1,2,0,42.76,1.0
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,No,0-12,39.833333333333336,-13.616666666666667,3,1,0,0,3,17.235000000000003,0.011111111111111112
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,0-12,39.91538461538461,-5.484615384615388,1,0,0,0,0,17.419999999999998,0.36666666666666664
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,Yes,Electronic check,19.75,899.45,No,25-48,21.41547619047619,1.6654761904761912,1,0,0,2,3,18.824999999999996,0.5277777777777778
2320-SLKMB,Female,0,No,No,26,No,No_phone_service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,25-48,43.84444444444444,-0.6055555555555614,3,1,1,0,0,21.735000000000003,0.4444444444444444
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Bank transfer (automatic),20.85,720.05,No,25-48,19.46081081081081,-1.3891891891891923,1,0,0,1,0,17.455,0.6499999999999999
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,61-72,116.00273972602741,1.952739726027417,8,1,1,2,0,57.815,1.0
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No,25-48,87.8111111111111,-2.0388888888888914,4,1,1,0,0,38.254999999999995,0.49444444444444446
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No,0-12,27.525,-27.525,3,1,0,0,1,17.415,0.20555555555555557
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No,13-24,110.73823529411764,-2.2117647058823593,7,1,1,0,3,40.084999999999994,0.08888888888888889
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,49-60,101.40799999999999,-0.14200000000001012,5,1,1,0,0,46.16499999999999,0.5722222222222222
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,49-60,109.99090909090908,-4.659090909090921,8,1,1,1,1,52.395,0.6500000000000001
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,13-24,61.40526315789474,-3.39473684210526,4,1,1,0,3,25.639999999999997,0.1
1910-FMXJM,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,25-48,79.39594594594595,-1.004054054054052,2,0,1,0,3,35.32,0.2
7752-XUSCI,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,49-60,104.85983606557377,-1.0401639344262321,6,1,1,0,3,50.97,0.33333333333333337
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,0-12,34.775,-34.775,1,0,0,0,1,21.365,0.20555555555555557
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,49-60,23.96698113207547,-1.0830188679245296,2,0,0,2,0,23.914999999999996,0.8888888888888888
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No,0-12,84.39444444444445,-10.355555555555554,4,1,1,0,3,31.625,0.044444444444444446
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,61-72,104.26780821917808,-1.2321917808219212,6,1,1,2,0,54.85,1.0
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,One year,No,Mailed check,24.7,1642.75,No,61-72,25.273076923076925,0.5730769230769255,2,0,0,1,1,27.209999999999997,0.7055555555555555
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,13-24,67.19130434782609,-2.5586956521739097,5,1,1,0,1,28.525,0.32222222222222224
8847-GEOOQ,Male,0,Yes,No,60,No,No_phone_service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,49-60,58.72786885245902,-1.4721311475409848,5,1,1,0,0,37.06,0.6333333333333333
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,25-48,76.79655172413793,-4.25344827586207,2,0,1,0,3,33.114999999999995,0.15555555555555556
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Mailed check,24.4,1417.9,No,61-72,22.86935483870968,-1.5306451612903196,2,0,0,2,1,26.419999999999998,0.8388888888888888
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,13-24,99.786,-4.364000000000004,6,1,1,0,3,39.645,0.13333333333333333
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,25-48,95.4603448275862,2.560344827586192,5,1,1,1,0,37.470000000000006,0.6055555555555556
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,No,25-48,76.42903225806452,-4.370967741935473,6,1,1,2,0,34.839999999999996,0.7666666666666666
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,20.0,38.0,No,0-12,12.666666666666666,-7.333333333333334,1,0,0,0,1,6.8,0.2111111111111111
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,0-12,37.55,-37.55,2,0,0,0,3,23.229999999999997,0.005555555555555556
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Month-to-month,No,Mailed check,19.65,100.9,No,0-12,14.414285714285715,-5.235714285714284,1,0,0,0,1,7.895,0.23333333333333334
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,13-24,64.562,-4.888000000000005,4,1,1,0,0,28.835,0.43333333333333335
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,0-12,77.17999999999999,-23.970000000000013,5,1,1,0,3,32.545,0.022222222222222223
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,0-12,84.15625,-15.643749999999997,5,1,1,0,3,33.04,0.03888888888888889
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,61-72,115.13561643835617,-0.9143835616438309,8,1,1,2,0,58.41499999999999,1.0
2996-XAUVF,Male,0,No,No,70,No,No_phone_service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,61-72,39.433098591549296,-0.6169014084507012,2,1,1,2,1,33.815,0.8888888888888888
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,No,61-72,100.59153846153846,-1.5084615384615319,6,1,1,2,3,51.43,0.6555555555555556
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,61-72,90.2595890410959,0.5595890410958901,4,1,1,1,3,49.51,0.55
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,No_internet_service,Two year,No,Mailed check,19.9,868.1,No,25-48,19.29111111111111,-0.6088888888888881,1,0,0,2,1,19.769999999999996,0.7444444444444445
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,13-24,52.45357142857143,-3.4964285714285737,2,0,1,0,3,21.084999999999997,0.07222222222222223
